title,experience,company_name,when_scraped,employment_type,key_skills,salary_max,salary_min
Frontend Developer (React Native),"[1, 3]",ПИК,15-01-2024 07:47:04,"Полная занятость, полный день",[],,
Web-программист,"[1, 3]",Grand Line,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['JavaScript', 'Поиск информации в интернет', '1С-Битрикс', 'MariaDB', 'Bitrix']",,
Frontend-разработчик,"[3, 6]",Coral Club,15-01-2024 07:47:04,"Полная занятость, полный день","['HTML', 'CSS', 'Pug', 'MySQL', 'Vue.js', 'JS', 'PHP', 'VueJS', 'PostgreSQL', 'API', 'Git', 'SCSS', 'JavaScript', 'Точность и внимательность к деталям', 'Удаленная работа', 'Умение работать в условиях многозадачности', 'Коммуникабельность']",,
BPM разработчик (junior),"[1, 3]",Сбер. IT,15-01-2024 07:47:04,"Полная занятость, полный день","['JavaScript', 'Git', 'REST', 'SQL']",50000.0,
Веб-программист / Web-разработчик / CMS Wordpress,"[1, 3]",Lead.Media,15-01-2024 07:47:04,"Полная занятость, удаленная работа",[],45000.0,30000.0
Senior frontend developer (React) [Система управления знаниями],"[3, 6]","ПАО «МТС», Digital",15-01-2024 07:47:04,"Полная занятость, гибкий график",[],,
"Backend разработчик PHP (middle+, senior)","[3, 6]",ИП Факторов Александр Константинович,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['MySQL', 'PHP', 'API', 'MongoDB', 'Laravel', 'Clickup', 'Gitlab']",,200000.0
"Backend-разработчик (PHP, 1C-Битрикс)","[1, 3]",Southmedia,15-01-2024 07:47:04,"Полная занятость, полный день","['PHP', 'Git', '1С-Битрикс', 'ООП', 'Английский\xa0— A1 — Начальный']",,140000.0
Frontend-разработчик,"[3, 6]",Jet Games,15-01-2024 07:47:04,"Полная занятость, удаленная работа",['JavaScript'],,
Технический специалист в онлайн школу,"[1, 3]",ООО Матита,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['Грамотная речь', 'Креативность', 'Adobe Photoshop', 'Опрятный внешний вид', 'Техническая поддержка', 'Вебинары', 'Ориентация на результат', 'Работа в команде', 'Удаленная работа', 'GetCourse']",,40000.0
Middle+ Frontend developer (Vue),"[3, 6]",ООО Амига,15-01-2024 07:47:04,"Полная занятость, полный день","['JavaScript', 'Git', 'Vue', 'CSS3', 'Redis', 'HTML5', 'TypeScript']",,
QA Engineer,"[3, 6]",ООО ИЦ АЙ-ТЕКО,15-01-2024 07:47:04,"Полная занятость, полный день","['API', 'SQL', 'Удаленная работа', 'Регрессионное тестирование', 'QA', 'Системы контроля версий', 'Agile', 'Git', 'Функциональное тестирование']",,
Разработчик бэкенда,"[1, 3]",ООО Ритейл-Процессинг,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['JavaScript', '1С-Битрикс', 'Docker', 'Java', 'REST', 'PHP', 'Bitrix', 'Английский\xa0— B1 — Средний']",150000.0,130000.0
Специалист по CRM Битрикс24,"[1, 3]","Инсайд, Интернет агентство",15-01-2024 07:47:04,"Полная занятость, полный день","['Битрикс24', '1С-Битрикс', 'PHP', 'PHP5', 'JavaScript', 'MySQL']",200000.0,80000.0
"Backend разработчик (PHP) Laravel, Yii2","[3, 6]",ООО Бизнес Айти,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['Git', 'JavaScript', 'MySQL', 'Yii', 'PostgreSQL', 'ООП', 'Symfony', 'Jetbrains Phpstorm', 'PHP', 'Laravel', 'SQL']",300000.0,200000.0
PHP Разработчик (Laravel),"[1, 3]",Т.Б.М.,15-01-2024 07:47:04,"Полная занятость, удаленная работа",[],200000.0,160000.0
JavaScript/TypeScript middle разработчик (удалённо),"[1, 3]",ООО Юнитариус,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['JavaScript', 'Git', 'Angular', 'TypeScript', 'Spring', 'BPMN', 'Camunda', 'Postgres', 'Node.js']",,
Frontend-разработчик (Vue.js),"[3, 6]",SVK.Digital,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['Vue2', 'Vue3', 'Typescript.', 'Английский\xa0— A1 — Начальный']",,
Middle / Senior Frontend разработчик (React соц.сеть),"[3, 6]",USETECH,15-01-2024 07:47:04,"Полная занятость, полный день","['HTML5', 'CSS3', 'UX/UI', 'ECMAScript', 'Redux/', 'Mobx', 'Jira', 'Confluence', 'GitLab', 'Git', 'React', 'JavaScript', 'typescript', 'PHP', 'Effector']",,
Middle/Middle+ Frontend developer (Vue),"[3, 6]",Wanted,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['JavaScript', 'Vue', 'Node.js', 'HTML', 'Git']",200000.0,
JavaScript-разработчик,"[1, 3]",Северсталь. IT & Digital,15-01-2024 07:47:04,"Полная занятость, полный день","['JavaScript', 'TypeScript', 'React Node.js', 'Webpack Docer']",,
QA engineer (Jazz),"[1, 3]",Сбер. IT,15-01-2024 07:47:04,"Полная занятость, полный день","['JavaScript', 'Git', 'API', 'Ручное тестирование']",,
Middle Frontend-разработчик,"[3, 6]",ЭЛЕКТРОННЫЕ ОФИСНЫЕ СИСТЕМЫ,15-01-2024 07:47:04,"Полная занятость, полный день","['JavaScript', 'React', 'Redux', 'Git', 'TypeScript']",,
Frontend разработчик (React),"[1, 3]",КомпТек,15-01-2024 07:47:04,"Полная занятость, полный день","['HTML', 'CSS3', 'Git', 'React', 'Адаптивная верстка']",180000.0,
TeamLead Frontend developer,[6],Spice Agency,15-01-2024 07:47:04,"Полная занятость, полный день","['JavaScript', 'React', 'TypeScript']",,
Программист Scala/Java (middle),"[1, 3]",FIRST DATA LLC,15-01-2024 07:47:04,"Полная занятость, полный день",[],250000.0,200000.0
Frontend-разработчик / разработчик мобильного приложения (React Native),[0],ООО ГРАН ЛИМИТЕД,15-01-2024 07:47:04,"Полная занятость, удаленная работа",[],,160000.0
"Web-разработчик (Vue.js, Node.js)","[1, 3]",ООО Студия Ремонтов,15-01-2024 07:47:04,"Полная занятость, полный день","['Git', 'MongoDB', 'JavaScript', 'Node.js', 'Vue.js', 'Рефакторинг кода', 'Оптимизация кода', 'HTML/CSS', 'Высокая скорость работы', 'Умение слушать', 'Желание учиться и развиваться', 'HTML', 'CSS', 'Желание обучаться', 'Работа в условиях многозадачности']",100000.0,70000.0
Ведущий специалист / Руководитель группы фронтенд-разработки (Angular),"[3, 6]",Банк Русский Стандарт,15-01-2024 07:47:04,"Полная занятость, полный день",[],,
Руководитель отдела разработки и поддержки сайтов,[6],Цифровые системы,15-01-2024 07:47:04,"Полная занятость, полный день","['Руководство коллективом', 'Управление командой', 'PHP', 'CMS Wordpress', '1С-Битрикс', 'Базы данных', 'Постановка задач разработчикам', 'MySQL', 'СУБД', 'Teamleading', 'Управление разработкой', 'Архитектура', 'Проектирование', 'Управленческие навыки', 'Аналитическое мышление']",300000.0,250000.0
"Fullstack разработчик (PHP, JavaScript)","[1, 3]",ООО Фратрия,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['Git', 'MySQL', 'ООП', 'Nginx', 'PHP', 'PostgreSQL', 'MongoDB', 'HTML5', 'Docker', 'Vue', 'Redis', 'Node.js', 'JavaScript']",,200000.0
Руководитель проектов,"[1, 3]",WebSoft,15-01-2024 07:47:04,"Полная занятость, удаленная работа","['Проектная документация', 'Управление командой', 'Проектный менеджмент', 'Деловая переписка', 'Планирование', 'Сбор и анализ информации', 'Работа с проектной документацией', 'Техническая документация', 'Реализация проектов', 'Взаимодействие с заказчиком', 'Деловое общение', 'Контроль исполнения решений', 'Деловая коммуникация', 'SQL', 'HTML', 'XML', 'Websoft HCM']",,
Middle PHP-Разработчик,"[1, 3]",ЛАБИРИНТ,15-01-2024 07:47:04,"Полная занятость, полный день","['Git', 'PHP', 'ООП', 'Docker', 'SQL', 'jQuery', 'Laravel', 'Symfony', 'RabbitMQ', 'Redis', 'Yii2', 'Backend', 'MongoDB', 'SOLID', 'Gitlab']",,190000.0
Разработчик React,"[3, 6]",INFOWATCH,15-01-2024 07:47:04,"Полная занятость, удаленная работа",[],,
Senior Front-End Developer React/Typescript/Redux,"[3, 6]",ООО Диджитал Лайн,15-01-2024 07:47:04,"Полная занятость, полный день","['Английский язык', 'HTML5', 'CSS3', 'Грамотность', 'Знание иностранных языков', 'React', 'Node.js', 'RxJS', 'Redux', 'Typescript', 'Английский\xa0— B1 — Средний']",350000.0,250000.0
QA Engineer WEB,"[1, 3]",Солар,15-01-2024 07:47:05,"Полная занятость, полный день","['API', 'HTML', 'CSS', 'Docker']",,
Middle Frontend Developer (Vue),"[1, 3]",Аликсон,15-01-2024 07:47:05,"Полная занятость, полный день",[],,85000.0
SMM-менеджер / контент менеджер,"[3, 6]",ООО Декоратор,15-01-2024 07:47:05,"Полная занятость, полный день","['HTML', 'PHP', 'CSS', 'JavaScript', '1С-Битрикс', 'Графический дизайн', 'Adobe Photoshop', 'Администрирование сайтов', 'Наполнение контентом', 'Анализ поведения пользователей', 'CMS', 'SEO', 'Работа с доменами', 'Оптимизация кода', 'Обработка изображений', 'Грамотность', 'Грамотная речь', 'Работа с большим объемом информации', 'Поиск информации в интернет', 'Работа в команде', 'HTML/CSS', 'Продвижение сайтов', 'Креативность', 'Adobe Premier Pro', 'Adobe After Effect', 'Видеомонтаж', 'Обработка видео', 'Предметная фотосъемка', 'Монтаж видео', 'Монтаж звука']",300000.0,100000.0
Разработчик Wordpress,"[1, 3]",ООО ПРЕССФИД,15-01-2024 07:47:05,"Частичная занятость, удаленная работа","['CMS Wordpress', 'PHP', 'CSS', 'Git', 'Figma']",,
PHP/Go developer (Symfony),"[3, 6]",Банки.ру,15-01-2024 07:47:05,"Полная занятость, полный день","['PHP', 'ООП', 'Git', 'Symfony', 'PostgreSQL', 'Docker', 'Redis', 'RabbitMQ', 'Scrum', 'Bitbucket', 'Разработка продукта', 'Jira', 'SQL']",,
Бизнес аналитик (корпоративные сервисы),"[3, 6]",QBigTech,15-01-2024 07:47:05,"Полная занятость, полный день","['Битрикс24', 'Бизнес-анализ', 'YouTrack', 'Английский язык', 'Системный анализ', 'Аналитика', 'SQL', 'Аналитическое мышление', 'Корпоративные сервисы', 'Описание бизнес-процессов', 'BPMN', 'Интервьюирование стейкхолдеров', 'Английский\xa0— B1 — Средний']",,
Web разработчик - УДАЛЕННО,"[3, 6]",ИП Бахышев Эфган Кафланович,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['SQL', 'Linux', 'PHP', 'MySQL', 'MS SQL Server', 'ООП', 'Go', 'Git', 'MS SQL', 'Unix', 'Nginx', 'Rest Soap', 'HTTP', 'REST', 'Docker', 'SQL Server', 'API', 'PostgreSQL', 'Веб-программирование', 'порталы', 'Web программист', 'Sinor', 'Tim Lead', 'Vanilla JS', 'API JSON,', 'Manticore Search', 'regexp', 'Frontend-разработчик', 'Web', 'Английский\xa0— B2 — Средне-продвинутый']",,
.Net Developer (remote),"[3, 6]",Finstar Financial Group,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['SQL', 'C#', 'Английский язык', '.NET Framework', 'Terrasoft CRM', 'CRM', 'JavaScript', 'Английский\xa0— B1 — Средний']",,223870.0
Golang-разработчик,"[1, 3]",Paytocrypt,15-01-2024 07:47:05,"Полная занятость, полный день",[],,
Frontend-разработчик,"[3, 6]",Сбер. IT,15-01-2024 07:47:05,"Полная занятость, полный день","['JavaScript', 'TypeScript', 'React', 'Node.js']",,
Technical Lead Node.js,"[1, 3]",Dopamine Games,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['Node.js', 'PostgreSQL', 'Redis', 'MongoDB', 'ExpressJS']",,
Программист Битрикс,"[1, 3]",Кошевая Светлана,15-01-2024 07:47:05,"Частичная занятость, полный день",[],250000.0,250000.0
Frontend developer (Vue.JS),"[1, 3]",Lofty.,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['JavaScript', 'Vue.js', 'Vue', 'Git', 'CSS', 'JS', 'jQuery']",140000.0,90000.0
PHP-программист Laravel,"[1, 3]",ООО Бессовестно Талантливый,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['PHP+', 'MySQL', 'Laravel', 'ElasticSearch7', 'DockerGitAPI', 'Vue.js', 'Английский\xa0— B1 — Средний']",200000.0,150000.0
Техлид Frontend (Vue.JS),[6],ООО Интеллектуальные Динамические Системы,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['TypeScript', 'JavaScript', 'VueJS', 'BFF', 'UI/UX', 'Docker']",,
Frontend-разработчик (Vue.js),"[3, 6]",ООО Макс,15-01-2024 07:47:05,"Полная занятость, полный день","['JavaScript', 'TypeScript', 'Vue', 'Git']",,
PHP Full Stack Developer,"[3, 6]",GrowFood,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['MySQL', 'PHP', 'SQL', 'Laravel', 'PostgreSQL', 'Vue.js']",,
QA Engineer,"[3, 6]", Альфа-Банк,15-01-2024 07:47:05,"Полная занятость, полный день","['Selenium', 'Java', 'SOAP', 'SQL', 'REST', 'Git']",,
Team Lead Back-end Developer (на Кипр),"[3, 6]",Wanted,15-01-2024 07:47:05,"Полная занятость, полный день","['Node.js', 'JavaScript', 'MySQL', 'Redis', 'RabbitMQ', 'Управление командой']",974023.0,
Senior Frontend Developer (JavaScript/TypeScript),"[3, 6]",ООО АйтиМедиаСервис,15-01-2024 07:47:05,"Полная занятость, полный день","['Vue.js', 'JavaScript', 'JS', 'TypeScript', 'Git']",,
Разработчик мобильных приложений (Ionic),"[3, 6]",Star-Staff,15-01-2024 07:47:05,"Полная занятость, полный день","['Ionic', 'TypeScript', 'JavaScript', 'CSS', 'HTML', 'Android', 'iOS', 'flutter']",,
Front-end разработчик (Vue),"[3, 6]",ITFB Group,15-01-2024 07:47:05,"Полная занятость, полный день","['JavaScript', 'TypeScript', 'Vuex', 'Vue.js', 'CSS3']",,
Angular Developer,"[3, 6]",MANGO OFFICE,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['AngularJS', 'JavaScript', 'TypeScript', 'HTML5', 'Английский язык', 'Frontend', 'Jest']",,
Middle+/Senior Frontend-разработчик,"[3, 6]","Иннотех, Группа компаний",15-01-2024 07:47:05,"Полная занятость, удаленная работа","['JavaScript', 'React', 'TypeScript', 'Redux', 'React.js']",,
Frontend разработчик (React),"[3, 6]",МТС Линк,15-01-2024 07:47:05,"Полная занятость, гибкий график","['JavaScript', 'React', 'Redux', 'TypeScript', 'Slack', 'YouTrack']",,
Senior Javascript-разработчик/ Team Lead,"[3, 6]",ООО Перформикс,15-01-2024 07:47:05,"Полная занятость, полный день",[],450000.0,300000.0
PHP-разработчик,"[1, 3]",МСП Банк,15-01-2024 07:47:05,"Полная занятость, полный день","['MySQL', '1С-Битрикс', 'PHP', 'Linux', 'HTML', 'Bitrix24', 'Gitlab', 'API', 'PostgreSQL', 'JavaScript']",,
Middle java developer,"[3, 6]",ООО Опендэв,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['Java', 'Spring Boot']",,
Bitrix-разработчик (fullstack),"[3, 6]",ООО Talent Pool,15-01-2024 07:47:05,"Полная занятость, удаленная работа",[],300000.0,200000.0
Аналитик,"[1, 3]",WebSoft,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['SQL', 'Аналитика', 'Сбор и анализ информации', 'Аналитические исследования', 'XML', 'Разработка технических заданий', 'Моделирование бизнес процессов', 'Деловая коммуникация', 'Автоматизация процессов', 'Websoft HCM', 'Техническая документация', 'HTML', 'Анализ данных', 'Описание бизнес-процессов']",,
Frontend-разработчик (СберБизнес),"[3, 6]",Сбер для экспертов,15-01-2024 07:47:05,"Полная занятость, полный день",[],,
Node.js clickhouse backend developer  Middle/Middle+,"[1, 3]",HunterSales,15-01-2024 07:47:05,"Полная занятость, полный день","['Linux', 'Сlickhouse', 'RabbitMQ', 'Redis']",270000.0,190000.0
JavaScript Dev (React),"[1, 3]",Сбер. IT,15-01-2024 07:47:05,"Полная занятость, полный день",[],250000.0,
Web-разработчик,"[1, 3]",ООО ФАТТУРА,15-01-2024 07:47:05,"Полная занятость, полный день","['ASP.NET', '.NET Framework', 'Веб-программирование', 'C#', 'JavaScript', 'HTML']",180000.0,120000.0
Арт-директор,"[3, 6]",Тогас/Togas,15-01-2024 07:47:05,"Полная занятость, полный день",[],,
Технический консультант (инженер 1-2 линии),"[1, 3]",ООО ОТР,15-01-2024 07:47:05,"Полная занятость, полный день","['Linux', 'PostgreSQL', 'Apache tomcat, Oracle Weblogic, IBM WebSphere']",,
Frontend Teamlead,"[3, 6]",Онлайн-школа Тетрика,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['JavaScript', 'Typescript', 'js', 'ts', 'React', 'NestJS', 'Axios', 'MUI', 'Jest']",,
РНР Developer (YII),"[3, 6]",ООО Компания ИнфоТек,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['PHP', 'yii2 / yii1', 'MySQL 8', 'Английский\xa0— B1 — Средний']",300000.0,250000.0
Web-программист Bitrix,"[3, 6]",ООО М Партс,15-01-2024 07:47:05,"Полная занятость, полный день","['1С-Битрикс', 'JSON API', 'PHP', 'HTML', 'CSS', 'JavaScript', 'Веб-программирование']",,100000.0
QA Team Lead,[6],"Иннотех, Группа компаний",15-01-2024 07:47:05,"Полная занятость, полный день","['REST', 'Kafka', 'PostgreSQL', 'Функциональное тестирование', 'Kubernetes']",,
Javascript frontend developer (Middle),"[3, 6]",ООО ИНИТИ,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['JavaScript', 'ООП']",,200000.0
Аналитик ELMA365 (удаленно),"[1, 3]",КИТ Консалтинг (ООО ГРУППА КИТ),15-01-2024 07:47:05,"Полная занятость, удаленная работа","['Техническая документация', 'Анализ требований', 'Бизнес-анализ', 'Бизнес-моделирование', 'BPMN', 'Low-code', 'Описание бизнес-процессов', 'Автоматизация бизнес-процессов', 'Проведение тестирований', 'Удаленная работа', 'ELMA 365']",,
Программист,"[1, 3]",ООО Реал Групп,15-01-2024 07:47:05,"Полная занятость, полный день",[],,100000.0
Разработчик C#,"[1, 3]",Лига Цифровой Экономики,15-01-2024 07:47:05,"Полная занятость, полный день","['С#', 'React', 'REST API', 'Kafka', '.NET Framework', '.NET Core', 'PostgreSQL', 'HTML', 'CSS', 'JavaScript', 'TypeScript', 'Vite', 'Git', 'Atlassian Jira', 'Atlassian Confluence']",,
"Старший разработчик JavaScript, Платформа","[3, 6]",Ozon Информационные технологии,15-01-2024 07:47:05,"Полная занятость, полный день","['JavaScript', 'Git', 'TypeScript', 'Vue', 'IT', 'Разработка Платформы']",,
SEO-оптимизатор / SEO-специалист,"[1, 3]",ООО ЭРСТВАК,15-01-2024 07:47:05,"Полная занятость, полный день",[],,
Full-stack разработчик на typescript,"[1, 3]",ИП Чернышков Константин Викторович,15-01-2024 07:47:05,"Проектная работа/разовое задание, удаленная работа","['react', 'nextjs', 'firebase', 'typescript']",140000.0,80000.0
Full-stack разработчик PHP,"[3, 6]",Ingate,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['PHP', 'JavaScript']",,120000.0
Frontend Developer (React),"[3, 6]",KOTELOV,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['JavaScript', 'Git', 'ООП', 'SOLID', 'React.js', 'TypeScript']",,
FE верстальщик/разработчик,"[3, 6]",ИП Вареник Александр Леонидович,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['CSS3', 'JavaScript', 'Веб-программирование', 'Верстка', 'Figma', 'Кроссбраузерная верстка', 'HTML']",200000.0,100000.0
Инженер поддержки,"[3, 6]",Outlines Technologies,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['Unix', 'Docker', 'Jenkins', 'Kubernetes', 'Java', 'DevOps', 'SQL']",270000.0,220000.0
Teamlead Frontend разработки,"[3, 6]",МТС Линк,15-01-2024 07:47:05,"Полная занятость, полный день","['JavaScript', 'TS', 'Teamleading', 'People Management', 'SPA', 'MobX', 'Frontend', 'JS']",,
Backend Node.js Developer,"[3, 6]",ЕВМ,15-01-2024 07:47:05,"Полная занятость, полный день","['Node.js', 'Docker', 'PostgreSQL', 'TypeScript', 'Английский\xa0— B2 — Средне-продвинутый']",,
C# разработчик,"[3, 6]",АО ДОМ.РФ ИТ,15-01-2024 07:47:05,"Полная занятость, полный день",[],,
"Frontend developer (JavaScript, React/Vue)","[1, 3]",АО Банк ДОМ.РФ,15-01-2024 07:47:05,"Полная занятость, полный день","['JavaScript', 'Vue.js', 'React.js']",,
Frontend Developer - React (Автоматизация с применением ИИ),"[3, 6]",WILDBERRIES,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['JavaScript', 'React']",,
Web-разработчик / программист Bitrix,"[3, 6]",ООО Рестафф,15-01-2024 07:47:05,"Полная занятость, полный день","['Bitrix', 'Битрикс', 'Веб-программирование', 'PHP', 'HTML']",250000.0,200000.0
Frontend-разработчик Angular,"[3, 6]",Первый ОФД,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['Angular', 'JavaScript', 'Frontend', 'TypeScript', 'RxJs']",,220000.0
Frontend-разработчик (Лукоморье),"[3, 6]",ООО Ростелеком Информационные Технологии,15-01-2024 07:47:05,"Полная занятость, гибкий график","['JavaScript', 'CSS', 'Vue3', 'TypeScript']",,
Веб-разработчик,[6],ООО Флекс Индустрия,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['PHP', 'JavaScript']",,130000.0
"Frontend developer (React Native), Middle+","[3, 6]",PROTALENT Lab,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['JavaScript', 'HTML5', 'CSS3', 'Web', 'React', 'Redux', 'MUI', 'Верстка', 'React Native', 'Английский\xa0— B1 — Средний']",,
Программист Delphi,"[1, 3]",ООО Группа Алтэй,15-01-2024 07:47:05,"Полная занятость, полный день","['JavaScript', 'ООП', 'SQL', 'XML', 'MS SQL', 'Object Pascal/Delphi']",,210000.0
Node.js разработчик,"[1, 3]",Детский мир,15-01-2024 07:47:05,"Полная занятость, полный день","['Node.js', 'API', 'JavaScript']",,
"Сustomer success manager (IT, SaaS)","[1, 3]",DIGINETICA,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['E-Commerce', 'SaaS', 'A/B тесты', 'B2B', 'Google Analytics', 'Яндекс. Метрика', 'HTML', 'CSS', 'JavaScript', 'Project management', 'Account Management']",160000.0,100000.0
Разработчик SQL,"[3, 6]",ООО Промэкспертиза,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['PostgreSQL', 'разработка баз данных', 'SQL', 'MS SQL Server', 'СУБД', 'Работа с базами данных', 'Atlassian Jira', 'JavaScript']",,
2D Аниматор HTML баннеров/баннермейкер (middle уровень),"[1, 3]",ООО Боновизио,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['Анимация', 'Adobe Animate', 'Adobe Photoshop', 'Figma', 'After Effects', 'HTML5', 'Adobe After Effect']",,
Frontend-разработчик,"[3, 6]",Райффайзен Банк,15-01-2024 07:47:05,"Полная занятость, полный день",[],,
Web-разработчик next.js (удаленная работа),"[3, 6]",,15-01-2024 07:47:05,"Полная занятость, удаленная работа",['Английский\xa0— A2 — Элементарный'],,170000.0
"Frontend Developer (JS, React) Middle","[3, 6]",Отраслевой центр разработки и внедрения информационных систем / ОЦРВ,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['CSS3', 'JavaScript', 'React.js', 'HTTP', 'Git', 'Java Script', 'React', 'REST API', 'UML']",,
Бизнес-аналитик (корпоративное кредитование),"[1, 3]", Альфа-Банк,15-01-2024 07:47:05,"Полная занятость, полный день",[],,
Frontend developer,"[3, 6]","ПАО «Промсвязьбанк», ИТ",15-01-2024 07:47:05,"Полная занятость, полный день",[],,
Frontend-разработчик (Брокерское и инвестиционное обслуживание),"[3, 6]","Иннотех, Группа компаний",15-01-2024 07:47:05,"Полная занятость, удаленная работа","['React', 'TypeScript']",,
PHP-Программист Middle (дистанционно),"[1, 3]",ООО Экспертно-Правовое Агентство,15-01-2024 07:47:05,"Полная занятость, полный день","['PHP', 'MySQL', 'Symfony']",250000.0,200000.0
"Middle+ Backend (Node.js, TypeScript) Developer","[3, 6]",ООО Оптимакрос,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['Node.js', 'TypeScript', 'SQL', 'Git']",,
Менеджер по управлению знаниями,"[3, 6]","ОВЕН, Производственное объединение",15-01-2024 07:47:05,"Полная занятость, полный день","['Графические редакторы', 'HTML', 'Навыки работы с документацией', 'Деловая коммуникация', 'Русский\xa0— C2 — В совершенстве']",,100000.0
Fullstack-разработчик PHP/Vue (удаленная работа),"[3, 6]",ООО Импэй,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['PostgreSQL', 'Git', 'Docker', 'React', 'REST API', 'Atlassian Jira', 'JavaScript', 'Swagger', 'Unit Testing', 'HTML5', 'CSS', 'PHP', 'Yii', 'Webpack']",,
Разработчик Ruby on Rails,[0],ООО Транснефть-Технологии,15-01-2024 07:47:05,"Полная занятость, гибкий график","['Rals5', 'Linux (Redhat)', 'Postgres', 'Redis, Sidekiq', 'Git, Capistrano', 'HTML + CSS + JavaScript']",,
SEO-специалист,"[1, 3]",ООО Раш Эдженси,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['SEO', 'HTML', 'CSS', 'Поисковая оптимизация сайтов', 'Google Analytics', 'Screaming Frog SEO Spider', 'Яндекс.Метрика', 'Яндекс.Вебмастер']",100000.0,
"Junior FullStack-разработчик (PHP, JavaScript)","[1, 3]",FunFlow (ООО Мобильные Игровые Решения),15-01-2024 07:47:05,"Полная занятость, полный день","['PHP', 'Yii', 'Laravel', 'JavaScript', 'AngularJS', 'React', 'MySQL']",110000.0,70000.0
Middle/Senior Frontend разработчик Angular,"[1, 3]",ООО ОНЭЛИЯ,15-01-2024 07:47:05,"Полная занятость, полный день","['angular', 'JavaScript', 'RxJS', 'Typescript', 'HTML', 'CSS', 'Bootstrap', 'ООП', 'Git']",350000.0,290000.0
"Lead / Senior front-end разработчик (TypeScript, React)","[3, 6]",ООО Mindbox,15-01-2024 07:47:05,"Полная занятость, полный день","['TypeScript', 'React.js', 'Styled-components']",400000.0,250000.0
"Frontend developer (Vue.js), Доставка маркетплейса","[1, 3]",Ozon Информационные технологии,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['JavaScript', 'Vue', 'TypeScript']",,
Маркетолог / Помощник руководителя отдела маркетинга,"[3, 6]",ООО Институт Непрерывного Образования и Профессионального Развития,15-01-2024 07:47:05,"Полная занятость, полный день","['Планирование маркетинговых кампаний', 'Интернет маркетинг', 'Маркетинговый анализ', 'Планирование рекламных кампаний', 'Управление бюджетом', 'SMM', 'Копирайтинг', 'Таргетинг', 'CMS Wordpress', 'JavaScript', 'Яндекс.Директ', 'Анализ рынка', 'E-Mail Marketing', 'Email маркетинг', 'Управление командой', 'Веб-дизайн', 'Лидогенерация', 'Разработка маркетинговой стратегии', 'Figma', 'Adobe Photoshop', 'Рассылка сообщений']",200000.0,120000.0
"NodeJS Developer (Middle, Remote)","[1, 3]",Kodix,15-01-2024 07:47:05,"Полная занятость, полный день","['Node.js', 'NestJS', 'Express', 'Английский\xa0— B2 — Средне-продвинутый']",,130000.0
Системный аналитик,"[1, 3]",ООО Дивергент,15-01-2024 07:47:05,"Полная занятость, удаленная работа","['Системный анализ', 'Архитектура', 'UML', 'BPMN', 'XML', 'JavaScript']",200000.0,
Javascript developer (Vue.js),"[1, 3]",Zecurion,15-01-2024 07:47:05,"Полная занятость, полный день",[],,
Frontend developer Vue.js,"[3, 6]",ООО КГК,15-01-2024 07:47:05,"Полная занятость, полный день","['JavaScript', 'Typescript', 'VueJS 2.6/3+', 'CSS', 'SCSS', 'Stylus', 'HTML', 'RestAPI', 'Vuex', 'Leaflet']",150000.0,
