title,experience,company_name,when_scraped,employment_type,key_skills,salary_max,salary_min
Frontend-разработчик (Sber.DS),"[3, 6]",Сбер для экспертов,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Программист,"[3, 6]",Smart move,15-01-2024 14:40:12,"Полная занятость, полный день","['SQL', 'Базы данных', 'MS SQL', 'Разработка ПО', 'Delphi', 'C#']",250000.0,150000.0
UX/UI дизайнер,"[1, 3]",ООО Инсейлс Рус,15-01-2024 14:40:12,"Полная занятость, гибкий график","['Figma', 'HTML', 'CSS', 'Adobe Photoshop', 'Adobe Illustrator']",,
Руководитель отдела разработки ПО,"[1, 3]",ООО Софтлоджик Рус,15-01-2024 14:40:12,"Полная занятость, полный день","['Управление командой', 'Atlassian Jira', 'Git', 'Управление разработкой', 'Управление временем', 'Разработка технических заданий', 'Информационные технологии', 'Аналитическое мышление', 'Atlassian Confluence', 'Agile', 'Постановка задач разработчикам']",,
Frontend - разработчик (React),"[3, 6]",ООО Инновационный центр КАМАЗ,15-01-2024 14:40:12,"Полная занятость, полный день","['Redux', 'TypeScript', 'React', 'Управление проектами', 'Разработка нового продукта']",,
Senior Frontend developer,"[3, 6]","Иннотех, Группа компаний",15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],,
QA Engineer,"[1, 3]",ООО Онпоинт,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
"Лингвист-разработчик чат-бота в команду ""Мессенджеры""","[1, 3]",Туту.ру,15-01-2024 14:40:12,"Полная занятость, полный день","['JustAI', 'распознавание речи', 'распознавание запросов']",,
IOS разработчик ( продуктовая команда),"[3, 6]",СберЗдоровье,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Swift', 'iOS SDK', 'iOS', 'UIKit']",,
Senior frontend-разработчик (Vue 2),"[3, 6]",СДЭК,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Middle Java Developer,"[3, 6]",ООО Цифровые Банковские Платформы,15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],260000.0,180000.0
Middle QA инженер,"[3, 6]",Сбер. IT,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Front-end Vue Developer,"[3, 6]",Heaad,15-01-2024 14:40:12,"Полная занятость, полный день",['Vue'],150000.0,
Backend-разработчик - GO/PHP,"[1, 3]",ADAMAS,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Тестировщик / QA Middle/Senior (система электронного документооборота),"[1, 3]",ПАО Ростелеком,15-01-2024 14:40:12,"Полная занятость, гибкий график","['Функциональное тестирование', 'Регресcионное тестирование', 'Тестирование', 'Тестирование пользовательского интерфейса', 'SQL', 'Электронный документооборот', 'СЭД', 'Интеграционное тестирование']",,
ИТ-рекрутер (IT recruiter),"[1, 3]",SENSE group,15-01-2024 14:40:12,"Полная занятость, полный день","['Деловая коммуникация', 'Подбор персонала', 'Проведение телефонных интервью', 'Оценка кандидатов', 'Рекрутмент', 'IT Recruitment']",350000.0,70000.0
Backend разработчик (Middle),"[1, 3]",ООО NOVATEST,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['PHP', 'Работа в команде', 'MySQL', 'Symfony', 'Laravel', 'docker', 'Redis', 'Kafka', 'RabbitMQ', 'Bitrix', 'Английский\xa0— B2 — Средне-продвинутый']",,
Менеджер по продукту (чаты),"[1, 3]",Ozon Офис и Коммерция,15-01-2024 14:40:12,"Полная занятость, полный день",['Торговая площадка'],,
PHP-разработчик ( Laravel),"[3, 6]",LOYA,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Git', 'Linux', 'Design Patterns', 'Оптимизация кода', 'Удаленная работа', 'PHP', 'Laravel', 'PostgreSQL']",,
UI\UX дизайнер,"[3, 6]",РОСЭЛТОРГ,15-01-2024 14:40:12,"Полная занятость, полный день","['UI', 'UX', 'Figma', 'Дизайн интерфейсов', 'Проектирование пользовательских интерфейсов', 'Usability', 'A/B тесты', 'CJM', 'Data Aware Design', 'Adobe Photoshop', 'Adobe Illustrator', 'Blender 3D']",,
Frontend разработчик (Vue),"[1, 3]",Ozon Офис и Коммерция,15-01-2024 14:40:12,"Полная занятость, полный день","['vue3', 'typescript', 'торговая площадка', 'маркетплейс']",,
Руководитель web-разработки,"[3, 6]",КОЛЕСО.ру,15-01-2024 14:40:12,"Полная занятость, полный день","['PHP', 'Laravel', 'ООП', 'Управление проектами', 'MySQL', 'Организаторские навыки', 'руководство командой разработчиков', 'Постановка задач разработчикам', 'CI/CD']",,
Менеджер по продукту (карточка товара),"[1, 3]",Ozon Офис и Коммерция,15-01-2024 14:40:12,"Полная занятость, полный день",['Торговая площадка'],,
IT-рекрутер,"[1, 3]",Точка,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Подбор персонала', 'IT Recruitment', 'Поиск персонала в открытых источниках']",,120000.0
Тестировщик / QA engineer,"[1, 3]",МИЦ «Известия»,15-01-2024 14:40:12,"Полная занятость, полный день","['Функциональное тестирование', 'Atlassian Jira', 'Тестирование', 'Тестирование пользовательского интерфейса', 'Проведение тестирований', 'devTools']",,
Back-end разработчик С#,"[1, 3]",ОАО ЦМД-софт,15-01-2024 14:40:12,"Полная занятость, полный день","['Системная интеграция', 'C#', 'Transact-SQL', 'MS SQL', 'PostrgreSQL', 'MS Visual Studio', '.NET Framework', 'WCF', '.NET Core', 'Entity Framework', 'ASP.NET Core']",,
Бизнес-аналитик (команда SberWorks),"[1, 3]",Сбер для экспертов,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Project manager IT,"[1, 3]",ИП Бережная Кристина Васильевна,15-01-2024 14:40:12,"Полная занятость, полный день","['Ориентация на результат', 'Управление проектами', 'Организаторские навыки', 'Ведение переговоров', 'Аналитическое мышление', 'Анализ данных']",,
IT рекрутер,"[1, 3]","МАГНИТ, Розничная сеть",15-01-2024 14:40:12,"Полная занятость, полный день",[],,
"Middle+ QA (mobile, manual)","[3, 6]",Whoosh (ООО Вуш),15-01-2024 14:40:12,"Полная занятость, полный день","['SQL', 'Git', 'Postman', 'Функциональное тестирование', 'Test case', 'iOS', 'Android', 'Тестирование мобильных приложений', 'Тестирование API']",,
Руководитель отдела разработки (Java),[6],Авексима,15-01-2024 14:40:12,"Полная занятость, полный день","['Java', 'Teamleading', 'Управление командой', 'PostgreSQL', 'Spring Boot']",,
Senior IT Recruiter,"[3, 6]",Skillbox,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Подбор персонала', 'IT Recruitment', 'Рекрутмент', 'проведение интервью', 'Sourcing', 'Headhunting']",,
"Менеджер проектов, Команды B2B-кредитования и факторинга, Ozon Fintech","[1, 3]",Ozon Fintech,15-01-2024 14:40:12,"Полная занятость, полный день","['Управление проектами', 'Agile Project Management', 'Project management', 'Проектный менеджмент', 'Управление бизнес процессами']",,
Дизайнер UX/UI,"[3, 6]",ООО ДиДиИкс,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Middle Java разработчик (Marketplace),"[3, 6]",Детский мир,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Kubernetes', 'Java', 'Kafka', 'Spring Boot']",420000.0,
QA Engineer (auto+manual),"[1, 3]",Finstar Financial Group,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Backend php developer,"[3, 6]",Selecty,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['PHP', 'Laravel', 'MySQL']",,250000.0
Middle/Senior PHP-разработчик (Laravel + Vue3),"[3, 6]",Logsis,15-01-2024 14:40:12,"Полная занятость, полный день","['PHP', 'Git', 'Docker', 'Laravel', 'Vue', 'PostgreSQL']",,200000.0
Копирайтер по написанию статей (IT-тематика),"[1, 3]",Чередниченко Антон Степанович,15-01-2024 14:40:12,"Проектная работа/разовое задание, удаленная работа","['статьи', 'Написание статей', 'Написание текстов', 'Копирайтинг', 'хабр', 'хостинг']",,
DevOps-инженер,"[1, 3]",Сбер. IT,15-01-2024 14:40:12,"Полная занятость, полный день","['Docker', 'OpenShift', 'Jenkins', 'Kubernetes', 'Git']",,
Frontend Developer,"[3, 6]",М.Видео-Эльдорадо. ИТ,15-01-2024 14:40:12,"Полная занятость, полный день","['AngularJS', 'RxJS', 'TypeScript']",,
Менеджер по продажам на запуски (удаленно),"[1, 3]",Альянс свободных предпринимателей,15-01-2024 14:40:12,"Проектная работа/разовое задание, удаленная работа","['Работа в команде', 'Грамотная речь', 'CRM', 'Поиск и привлечение клиентов', 'Телефонные переговоры']",,70000.0
Старший Java-разработчик,"[3, 6]","АШАН Ритейл Россия, Работа в магазине",15-01-2024 14:40:12,"Полная занятость, полный день","['Java', 'Spring Data', 'Spring MVC', 'Управление проектами', 'Spring Security', 'Java Core', 'Java Servlets', 'Spring']",290000.0,
Middle/Senior Java developer,"[3, 6]",Mad Brains,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Java', 'Kafka', 'Spring Boot', 'PostgreSQL', 'Kubernetes', 'Английский\xa0— B2 — Средне-продвинутый']",,
Golang-разработчик в 2GIS.KIT,"[1, 3]",2ГИС,15-01-2024 14:40:12,"Полная занятость, полный день","['Golang', 'PostgreSQL']",,
Системный администратор,"[1, 3]",ГБПОУ Московский Государственный Образовательный Комплекс,15-01-2024 14:40:12,"Полная занятость, полный день",[],90000.0,70000.0
Младший PR-менеджер в IT-компанию,[0],Edstein llc,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['SMM', 'Продвижение в социальных сетях', 'Копирайтинг', 'Ведение групп в социальных сетях', 'работа со статистикой', 'Работа в команде', 'Грамотность', 'PR', 'Написание текстов', 'Деловая коммуникация', 'Креативность']",60000.0,40000.0
Frontend React Senior (Проект DION),[6],"Иннотех, Группа компаний",15-01-2024 14:40:12,"Полная занятость, удаленная работа","['React', 'Typescript', 'REST API', 'Websockets']",,
QA Engineer (Manual or Automation),"[3, 6]",CloudPayments,15-01-2024 14:40:12,"Полная занятость, полный день","['Postman', 'REST', 'API', 'Selenium IDE', 'C#']",,
Senior Frontend Developer (Быстрая доставка),"[3, 6]",Samokat.tech,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['TypeScript', 'React']",,
Senior QA Engineer,"[3, 6]",Samokat.tech,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
IT Recruiter,"[3, 6]",VK,15-01-2024 14:40:12,"Полная занятость, гибкий график",[],,
Java developer (WMS),"[3, 6]",Lamoda Tech,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Разработчик Java (корпоративная система),"[1, 3]",Росгосстрах,15-01-2024 14:40:12,"Полная занятость, полный день","['Java Core', 'Java', 'SQL', 'Atlassian Jira', 'Git', 'Atlassian Confluence', 'XML', 'Agile Project Management', 'REST', 'SOAP', 'Agile', 'Английский язык', 'REST API', 'Bitbucket', 'Английский\xa0— B2 — Средне-продвинутый']",,
Тестировщик ПО/Junior QA engineer,"[1, 3]",ООО Неруд Центр,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Senior QA-Engineer,"[1, 3]",ООО ГОЛДЕНГУС ИНТЕРНЕШНЛ,15-01-2024 14:40:12,"Полная занятость, полный день","['Test case', 'Jira', 'Java', 'Databases', 'Умение работать в условиях многозадачности', 'Базовые знания SQL', 'Linux', 'Многозадачность', 'Git', 'QA', 'Английский\xa0— B1 — Средний']",160000.0,
Системный аналитик,"[1, 3]",Т1 Интеграция,15-01-2024 14:40:12,"Полная занятость, полный день","['Аналитик, ТЗ, ФТ, бизнес-требования, бизнес-процессы, банк, SQL', 'UML', 'API', 'Системный анализ', 'BPMN', 'REST', 'Инфраструктура Интеграции', 'VMware', 'Kubernetes', 'Openshift', 'KVM', 'BABOK', 'TOGAF', 'Swagger', 'Системная интеграция']",,
Инженер по тестированию в VK Мессенджер,"[1, 3]","VK, ВКонтакте",15-01-2024 14:40:12,"Полная занятость, удаленная работа","['QA', 'Java', 'Atlassian Jira', 'Atlassian Confluence', 'Allure']",,
Бизнес-аналитик,"[1, 3]",Тинькофф,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Middle\Senior .NET developer,"[3, 6]",LC Group,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['.NET', '.NET Core', 'C#', 'RabbitMQ', 'MS SQL', 'SOLID', 'Entity Framework', 'ELK', 'Microsoft Azure Service Fabric', 'SOA', 'TeamCity']",,
Frontend-разработчик (Angular),"[3, 6]",ООО Ростелеком Информационные Технологии,15-01-2024 14:40:12,"Полная занятость, полный день","['Angular', 'TypeScript', 'RxJS', 'Git']",,
Backend PHP разработчик,"[3, 6]",BotHelp,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['PHP', 'Symfony', 'RabbitMQ', 'Kafka', 'PostgreSQL', 'MySQL', 'ООП']",,
"Главный архитектор (финтех проект), Удаленно",[6],ООО Ньютон Технологии,15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],,
Тестировщик ПО,"[3, 6]","Иннотех, Группа компаний",15-01-2024 14:40:12,"Полная занятость, полный день","['Тестирование', 'Функциональное тестирование', 'QA', 'API', 'kafka', 'Проведение тестирований', 'Postman', 'Ручное тестирование']",,
"Ruby on Rails developer (middle/senior), удаленно","[1, 3]",Маяк,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Ruby On Rails', 'Clickhouse', 'Ruby', 'MySQL', 'SQL']",,
Frontend-разработчик,"[3, 6]",АО Консалт Плюс,15-01-2024 14:40:12,"Полная занятость, полный день","['TypeScript', 'React', 'REST API', 'WebSocket', 'Webpack', 'Docker', 'Git', 'Agile']",340000.0,
Angular Developer,"[1, 3]",Мастер Лаб,15-01-2024 14:40:12,"Полная занятость, полный день","['Angular', 'Java']",280000.0,170000.0
Digital producer,"[3, 6]",ONY,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Арт-директор/Веб-дизайнер,"[3, 6]",ООО СЕМПРОГРУПП,15-01-2024 14:40:12,"Полная занятость, полный день","['Веб-дизайн', 'Разработка концепции', 'Анимация', 'Креативность', 'Точность и внимательность к деталям', 'Figma', 'UI/UX']",250000.0,150000.0
Project manager (сервис по расчету заработной платы),"[1, 3]",WILDBERRIES,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Lead Test Engineer,"[3, 6]",АТОМ,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
"Lead SDET (QA, Java)","[3, 6]",Wanted,15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],537287.0,
IT-рекрутер,"[1, 3]",Team Force,15-01-2024 14:40:12,"Полная занятость, полный день","['Подбор персонала', 'Составление предложений о работе', 'Работа в условиях многозадачности', 'Умение работать в условиях многозадачности']",200000.0,60000.0
Разработчик java/kotlin,"[1, 3]",Газпромбанк,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Java', 'SQL', 'Kotlin', 'SOLID', 'java/kotlin', 'react']",,
Программист/C++ developer,"[3, 6]",ООО Научные развлечения,15-01-2024 14:40:12,"Полная занятость, полный день","['C++', 'Linux', 'Разработка ПО', 'Qt']",,120000.0
Project manager по продукту в онлайн-школу,"[1, 3]",ООО ИНГЛИШ ТОЧКА,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['QA', 'Запуск новых продуктов', 'Бизнес-планирование', 'Разработка нового продукта', 'Google Analytics', 'Project management', 'Аналитическое мышление', 'Английский язык', 'Стратегическое мышление', 'Английский\xa0— B2 — Средне-продвинутый']",,50000.0
PHP-разработчик,"[1, 3]",ООО Мир Хобби,15-01-2024 14:40:12,"Полная занятость, полный день",['PHP'],150000.0,
PHP-разработчик ( Laravel ),"[1, 3]",ООО СКАИД,15-01-2024 14:40:12,"Полная занятость, полный день","['Git', 'MySQL', 'ООП', 'Laravel', 'PHP']",,
Заместитель директора департамента разработки ПО (Team Lead),"[3, 6]",ООО МАСКОМ-СДП,15-01-2024 14:40:12,"Полная занятость, гибкий график",[],,
IOS/tvOS разработчик,"[3, 6]",START,15-01-2024 14:40:12,"Полная занятость, полный день","['iOS', 'Swift', 'UIKit', 'MVC']",,
Специалист по тестированию (QA Engineer),"[1, 3]",KAMAZ DIGITAL,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
"Разработчик Java (Департамент ""Операционная деятельность"")","[1, 3]",Diasoft,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Системный аналитик на WEB проекты,"[3, 6]",ООО Совкомбанк Технологии,15-01-2024 14:40:12,"Полная занятость, полный день","['Atlassian Confluence', 'Atlassian Jira', 'Scrum', 'Разработка технических заданий', 'Postman', 'Gitlab', 'YouTrack', 'Figma', 'Graylog']",,
Разработчик .NET (backend),"[3, 6]",Почта Банк. Работа в IT и Digital,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['.NET Framework', 'C#', 'ASP.NET', 'MS SQL', 'REST']",,
Frontend Lead (Техлид),[6],"Иннотех, Группа компаний",15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],,
IT Architect / Technical Architect,[6],BostonGene Technologies,15-01-2024 14:40:12,"Полная занятость, гибкий график","['Java', 'Architect', 'Английский\xa0— B1 — Средний', 'Русский\xa0— C2 — В совершенстве']",,447739.0
Аналитик 1С,"[1, 3]",CARCRAFT,15-01-2024 14:40:12,"Полная занятость, полный день",[],280000.0,250000.0
Senior frontend-разработчик,"[3, 6]",SberTech,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Проектный менеджер (ИТ),"[3, 6]",АО ЦИФРОВЫЕ ТЕХНОЛОГИИ ЗДОРОВЬЯ,15-01-2024 14:40:12,"Полная занятость, полный день","['Проектный менеджмент', 'Agile Project Management', 'Scrum']",,
QA Engineer (Frontend),"[1, 3]",CCS (Center of Corporate Solution),15-01-2024 14:40:12,"Полная занятость, полный день","['Тестирование', 'Регресионное тестирование', 'Ручное тестирование', 'Желание расти и развиваться', 'YouTrack', 'Jira', 'Frontend']",,
PHP-разработчик (Yii2 or Symfony),"[3, 6]",SENSE group,15-01-2024 14:40:12,"Полная занятость, полный день","['PostgreSQL', 'PHP', 'Yii2', 'React', 'Redux', 'Docker', 'Clickhouse']",,
Системный аналитик,"[1, 3]",ООО Атретек,15-01-2024 14:40:12,"Полная занятость, полный день","['UML/BPMN', 'Confluence']",130000.0,90000.0
Backend разработчик Java/Kotlin,"[3, 6]",Okko,15-01-2024 14:40:12,"Полная занятость, полный день","['Java', 'Spring Framework', 'PostgreSQL', 'Git']",,
Автотестировщик Java - Selenium WebDriver (удаленно),"[1, 3]",Career Solutions,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Java', 'Selenium IDE', 'Тестирование', 'API', 'Docker']",180000.0,
Системный архитектор / Технический лидер,[6],Чернышова Наталья,15-01-2024 14:40:12,"Полная занятость, полный день","['Работа с базами данных', 'PostgreSQL', 'Разработка ПО', 'kubernetes', 'Проектирование ПО', 'Системная интеграция']",,
Бизнес-аналитик (E-com),"[1, 3]",SOKOLOV,15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],,
Senior UX/UI Designer (defi),"[3, 6]",EmFi Technologies Limited,15-01-2024 14:40:12,"Полная занятость, полный день","['UX', 'Sketch', 'UI', 'web3', 'crypto', 'Figma', 'Web Design', 'user flows', 'wireframing', 'Английский\xa0— B2 — Средне-продвинутый']",447739.0,268644.0
Дежурный инженер по мониторингу систем и бизнес-сервисов,"[1, 3]",МТС Банк. IT,15-01-2024 14:40:12,"Полная занятость, сменный график","['SQL', 'Linux', 'MS SQL', 'Grafana', 'Elasticsearch', 'MS Outlook', 'ORACLE', 'Мониторинг']",,
DevOps Engineer (Middle),"[3, 6]",FintechRUN,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['Kubernetes', 'Nginx', 'Gitlab', 'Prometheus', 'ELK', 'Redis', 'Grafana']",350000.0,300000.0
Аналитик,"[3, 6]","Иннотех, Группа компаний",15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],,
Специалист по тестированию (Москва),"[3, 6]",Лига Цифровой Экономики,15-01-2024 14:40:12,"Полная занятость, полный день","['SQL', 'Функциональное тестирование', 'Test case', 'Postman', 'Интеграционное тестирование']",,
Fullstack тестировщик (Java),"[1, 3]",ООО Ростелеком Информационные Технологии,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Team Lead команды разработки / Руководитель группы разработки,"[3, 6]",ООО Мигас,15-01-2024 14:40:12,"Полная занятость, гибкий график",[],,
Разработчик (бэкенд),"[3, 6]",АО НИИАС,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Разработчик 1С (WMS),"[3, 6]",Почтатех,15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],,
Разработчик Flutter (Middle level),"[1, 3]",ИП Ганеева Мария Сергеевна,15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],500000.0,100000.0
Старший QA-инженер в команде разработки платформы для внутренних корпоративных систем,"[3, 6]",Райффайзен Банк,15-01-2024 14:40:12,"Полная занятость, полный день",[],,
Frontend-разработчик (Middle),[6],Лаборатория геномной инженерии МФТИ,15-01-2024 14:40:12,"Полная занятость, полный день","['UI/UX', 'Linux/Unix', 'bundlers', 'TypeScript', 'GitHub', 'Git', 'Github Actions', 'Vue', 'React', 'etc']",200000.0,150000.0
Golang разработчик (EDR),"[1, 3]",BI.ZONE Направление Разработка,15-01-2024 14:40:12,"Полная занятость, полный день",['Golang'],,
Системный аналитик (middle+/senior),"[3, 6]",Right Line,15-01-2024 14:40:12,"Полная занятость, полный день","['REST', 'SQL', 'реляционные СУБД', 'Kafka', 'микросервисная архитектура', 'BPMN', 'UML', 'PostgreSQL', 'RabbitMQ']",,
Java-разработчик ЦП Выборы,"[3, 6]",ПАО Ростелеком,15-01-2024 14:40:12,"Полная занятость, полный день","['Java', 'Spring Boot', 'Apache Kafka', 'Apache Tomcat']",,
Аналитик (Биллинг),"[3, 6]",Почтатех,15-01-2024 14:40:12,"Полная занятость, полный день","['Atlassian Jira', 'Atlassian Confluence', 'BPMN', 'UML']",,
Бизнес-аналитик,"[1, 3]",Авексима,15-01-2024 14:40:12,"Полная занятость, полный день","['формирование бэклога', 'конкурентный анализ', 'Бизнес-анализ']",,
Руководитель группы продуктовой разработки,"[3, 6]",Юрент,15-01-2024 14:40:12,"Полная занятость, полный день","['Лидерские качества', 'Управление командой']",,
Инженер технической поддержки,"[1, 3]",ПАО Ростелеком,15-01-2024 14:40:12,"Полная занятость, полный день",['SQL'],,
.Net/C# разработчик в 2GIS.Pro,"[3, 6]",2ГИС,15-01-2024 14:40:12,"Полная занятость, полный день","['С#', '.NET Framework', 'Docker', 'Kubernetes', 'SQL']",,
Java разработчик,"[1, 3]",СберСпасибо,15-01-2024 14:40:12,"Полная занятость, полный день","['Java', 'PostgreSQL', 'SQL', 'Apache Ignite']",,
Системный аналитик / Systems analyst,"[3, 6]",Wanted,15-01-2024 14:40:12,"Полная занятость, удаленная работа","['SQL', 'Swagger', 'Тестирование', 'Postman', 'SoapUI', 'Charles']",280000.0,
Senior NodeJS Developer,"[3, 6]",Your Personal Agent,15-01-2024 14:40:12,"Полная занятость, полный день","['Node.js', 'Redis', 'Docker', 'Linux', 'PostgreSQL', 'Git']",300000.0,250000.0
QA Engineer (automation),"[3, 6]",Samokat.tech,15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],,
"Владелец продукта (РО) стрима ""Кредитные продукты и процессы""","[3, 6]","ПАО ВТБ, Средний и малый бизнес",15-01-2024 14:40:12,"Полная занятость, полный день","['Разработка продукта', 'Бизнес-анализ', 'Разработка нового продукта', 'Управление процессами', 'Аналитические исследования', 'Проектный менеджмент', 'Подготовка презентаций', 'Системный анализ', 'руководство командой разработчиков', 'Системный подход', 'Разработка технических заданий', 'Автоматизация процессов', 'BPMN', 'Разработка и внедрение политик и процедур', 'Лидерство', 'Atlassian Jira', 'Agile Project Management', 'Организаторские навыки', 'Управление рисками', 'Аналитическое мышление', 'Управление командой', 'Оптимизация бизнес-процессов', 'Деловое общение', 'Моделирование бизнес процессов', 'Описание бизнес-процессов', 'стандартизация бизнес процессов', 'Расстановка приоритетов', 'Корпоративная этика', 'Контроль исполнения решений', 'Управление эффективностью']",,
Менеджер по управлению digital проектами / Project manager middle,"[1, 3]",Convergent,15-01-2024 14:40:12,"Полная занятость, удаленная работа",[],90000.0,90000.0
Systems analyst / Системный аналитик,"[3, 6]",CloudPayments,15-01-2024 14:40:13,"Полная занятость, удаленная работа","['REST', 'Системный анализ']",,
QA-автоматизатор,"[3, 6]",ООО ШВЕЦОВ,15-01-2024 14:40:13,"Полная занятость, удаленная работа","['SQL', 'QA', 'Тестирование', 'Автоматизация тестирования']",,
Java Developer в Uzum Bank,"[3, 6]",ООО «UZUM TECHNOLOGIES».,15-01-2024 14:40:13,"Полная занятость, удаленная работа","['Java', 'Spring Boot', 'Hibernate', 'PostgreSQL', 'Gitlab', 'Docker']",,
Flutter-разработчик в Авто.ру Бизнес,"[1, 3]",Яндекс,15-01-2024 14:40:13,"Полная занятость, полный день",[],,
Арт-директор,"[3, 6]",RIS group,15-01-2024 14:40:13,"Полная занятость, полный день","['Дизайн', '3D-графика', 'BTL', 'Деловая коммуникация', 'Маркетинговые коммуникации', 'Креативность', 'Управление командой', 'Организационные навыки', 'Руководство коллективом', 'Навыки презентации', 'Графический дизайн']",,
Аналитик,"[3, 6]",Ассоциация IPChain,15-01-2024 14:40:13,"Полная занятость, удаленная работа","['SQL', 'Atlassian Confluence', 'Atlassian Jira', 'Базы данных', 'Постановка задач разработчикам', 'Scrum']",,250000.0
Руководитель отдела технической поддержки,[6],Авексима,15-01-2024 14:40:13,"Полная занятость, полный день",[],,
Ведущий java разработчик,"[3, 6]",R-Style Softlab (Эр-Стайл Софтлаб),15-01-2024 14:40:13,"Полная занятость, удаленная работа","['Java', 'Spring Framework', 'Hibernate', 'PostgreSQL']",,
"Руководитель отдела маркетинга Food, HoReCa","[1, 3]",ООО Роял Кейн,15-01-2024 14:40:13,"Полная занятость, полный день","['Анализ торговой марки', 'Бренд-менеджмент', 'Брендинг', 'Запуск нового бренда', 'B2B маркетинг', 'B2C маркетинг', 'Trade Marketing', 'Позиционирование бренда', 'Организация выставок', 'Участие в профессиональных выставках', 'Вывод продукта на рынок', 'Стратегическое планирование', 'Стратегический маркетинг', 'Торговый маркетинг', 'Интернет маркетинг', 'Ассортиментная матрица', 'Разработка маркетинговой стратегии', 'Организация мероприятий', 'Планирование маркетинговых кампаний', 'Организация промо акций', 'Развитие бренда', 'Маркетинговое планирование', 'Анализ ассортиментной линейки', 'Маркетинговые исследования', 'Анализ рынка', 'BTL', 'Оценка эффективности промо акций', 'Конкурентная аналитика', 'Организация федеральных трейд-маркетинговых кампаний', 'Организация региональных трейд-маркетинговых кампаний']",,
Продакт-менеджер (легковые автомобили),"[1, 3]",Альфа-Лизинг,15-01-2024 14:40:13,"Полная занятость, полный день",[],,
Frontend - разработчик,"[3, 6]",ООО Инновационный центр КАМАЗ,15-01-2024 14:40:13,"Полная занятость, полный день","['Reach', 'TypeScript', 'Redux']",,
Middle Java Developer,"[3, 6]",ООО Спортивные лотереи,15-01-2024 14:40:13,"Полная занятость, удаленная работа","['Java', 'Spring Boot', 'PostgreSQL']",,
Senior java-разработчик,[6],Платёжный сервис А3,15-01-2024 14:40:13,"Полная занятость, гибкий график","['PostgreSQL', 'Java EE', 'Java SE', 'Agile Project Management', 'База данных: Oracle', 'Golang', 'Go', 'Kafka', 'Kubernetes']",,
Middle PHP Developer,"[3, 6]",Simtech Development,15-01-2024 14:40:13,"Полная занятость, удаленная работа","['Redis', 'Laravel', 'Удаленная работа']",,
Технический писатель (hadoop),"[3, 6]",ООО Аренадата Софтвер,15-01-2024 14:40:13,"Полная занятость, удаленная работа","['Английский язык', 'Linux', 'Git', 'Docs as Code', 'Английский\xa0— C1 — Продвинутый']",,
